"cohort","full_name","owner","stars","pushed_at","url","query"
"ai_native","kyegomez/swarms","kyegomez","5867","2026-03-11T21:56:27Z","https://github.com/kyegomez/swarms","""agent orchestration"" in:name,description,readme pushed:>=2025-01-01 stars:>=15 archived:false fork:false size:<200000"
"ai_native","stoneforge-ai/stoneforge","stoneforge-ai","50","2026-03-11T21:55:44Z","https://github.com/stoneforge-ai/stoneforge","topic:multi-agent pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","alirezarezvani/claude-skills","alirezarezvani","4266","2026-03-11T21:54:59Z","https://github.com/alirezarezvani/claude-skills","""agent orchestration"" in:name,description,readme pushed:>=2025-01-01 stars:>=15 archived:false fork:false size:<200000"
"ai_native","0xJacky/nginx-ui","0xJacky","10821","2026-03-11T21:53:52Z","https://github.com/0xJacky/nginx-ui","topic:mcp-server pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","ollama/ollama","ollama","164880","2026-03-11T21:51:41Z","https://github.com/ollama/ollama","""agent framework"" in:name,description,readme pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","Usta0x001/Phantom","Usta0x001","103","2026-03-11T21:51:07Z","https://github.com/Usta0x001/Phantom","topic:ai-agent pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","lemonade-sdk/lemonade","lemonade-sdk","2365","2026-03-11T21:51:05Z","https://github.com/lemonade-sdk/lemonade","topic:mcp-server pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","supaku/agentfactory","supaku","34","2026-03-11T21:49:34Z","https://github.com/supaku/agentfactory","topic:multi-agent pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","Balneario-de-Cofrentes/notion-cli-agent","Balneario-de-Cofrentes","48","2026-03-11T21:47:45Z","https://github.com/Balneario-de-Cofrentes/notion-cli-agent","topic:ai-agent pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","code-yeongyu/oh-my-openagent","code-yeongyu","39149","2026-03-11T21:47:23Z","https://github.com/code-yeongyu/oh-my-openagent","""agent orchestration"" in:name,description,readme pushed:>=2025-01-01 stars:>=15 archived:false fork:false size:<200000"
"ai_native","pipecat-ai/pipecat","pipecat-ai","10660","2026-03-11T21:46:00Z","https://github.com/pipecat-ai/pipecat","""agent orchestration"" in:name,description,readme pushed:>=2025-01-01 stars:>=15 archived:false fork:false size:<200000"
"ai_native","giselles-ai/giselle","giselles-ai","498","2026-03-11T21:35:44Z","https://github.com/giselles-ai/giselle","topic:ai-agent pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","manusa/podman-mcp-server","manusa","61","2026-03-11T21:34:27Z","https://github.com/manusa/podman-mcp-server","topic:model-context-protocol pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","askbudi/juno-code","askbudi","52","2026-03-11T21:30:51Z","https://github.com/askbudi/juno-code","topic:ai-agent pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","SonarSource/sonarqube-mcp-server","SonarSource","418","2026-03-11T21:27:25Z","https://github.com/SonarSource/sonarqube-mcp-server","topic:mcp-server pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","usestrix/strix","usestrix","20894","2026-03-11T21:20:08Z","https://github.com/usestrix/strix","""agent orchestration"" in:name,description,readme pushed:>=2025-01-01 stars:>=15 archived:false fork:false size:<200000"
"ai_native","chrysb/alphaclaw","chrysb","589","2026-03-11T21:18:22Z","https://github.com/chrysb/alphaclaw","topic:ai-agent pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","a2aproject/A2A","a2aproject","22439","2026-03-11T21:18:08Z","https://github.com/a2aproject/A2A","""agent orchestration"" in:name,description,readme pushed:>=2025-01-01 stars:>=15 archived:false fork:false size:<200000"
"ai_native","agentgateway/agentgateway","agentgateway","1907","2026-03-11T21:16:47Z","https://github.com/agentgateway/agentgateway","""agent framework"" in:name,description,readme pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","antiv/mate","antiv","29","2026-03-11T21:16:23Z","https://github.com/antiv/mate","topic:multi-agent pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","ComposioHQ/agent-orchestrator","ComposioHQ","4098","2026-03-11T21:13:04Z","https://github.com/ComposioHQ/agent-orchestrator","topic:multi-agent pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","Prof-Harita/terminaI","Prof-Harita","385","2026-03-11T21:10:35Z","https://github.com/Prof-Harita/terminaI","topic:ai-agent pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","bgdnvk/clanker","bgdnvk","180","2026-03-11T20:53:13Z","https://github.com/bgdnvk/clanker","topic:ai-agent pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","CoplayDev/unity-mcp","CoplayDev","6926","2026-03-11T20:49:59Z","https://github.com/CoplayDev/unity-mcp","topic:model-context-protocol pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","aspasskiy/GoGogot","aspasskiy","134","2026-03-11T20:47:39Z","https://github.com/aspasskiy/GoGogot","topic:ai-agent pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","vivekchand/clawmetry","vivekchand","148","2026-03-11T20:45:01Z","https://github.com/vivekchand/clawmetry","topic:ai-agent pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","agentic-community/mcp-gateway-registry","agentic-community","481","2026-03-11T20:40:45Z","https://github.com/agentic-community/mcp-gateway-registry","topic:mcp-server pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","avivsinai/agent-message-queue","avivsinai","28","2026-03-11T20:32:00Z","https://github.com/avivsinai/agent-message-queue","topic:multi-agent pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","princezuda/safeclaw","princezuda","100","2026-03-11T20:31:28Z","https://github.com/princezuda/safeclaw","topic:ai-agent pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","spider-rs/spider","spider-rs","2319","2026-03-11T20:27:34Z","https://github.com/spider-rs/spider","topic:ai-agent pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","joinly-ai/joinly","joinly-ai","466","2026-03-11T20:27:34Z","https://github.com/joinly-ai/joinly","topic:ai-agent pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","ridafkih/keeper.sh","ridafkih","414","2026-03-11T20:18:51Z","https://github.com/ridafkih/keeper.sh","topic:mcp-server pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","closedloop-ai/claude-plugins","closedloop-ai","71","2026-03-11T20:06:11Z","https://github.com/closedloop-ai/claude-plugins","topic:multi-agent pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","lemony-ai/cascadeflow","lemony-ai","292","2026-03-11T20:02:12Z","https://github.com/lemony-ai/cascadeflow","""agent orchestration"" in:name,description,readme pushed:>=2025-01-01 stars:>=15 archived:false fork:false size:<200000"
"ai_native","trycua/cua","trycua","12998","2026-03-11T20:00:11Z","https://github.com/trycua/cua","topic:ai-agent pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","context-hub/generator","context-hub","308","2026-03-11T19:54:49Z","https://github.com/context-hub/generator","topic:mcp-server pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","CoWork-OS/CoWork-OS","CoWork-OS","141","2026-03-11T19:54:42Z","https://github.com/CoWork-OS/CoWork-OS","topic:model-context-protocol pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","erwinkramer/bank-api","erwinkramer","802","2026-03-11T19:54:15Z","https://github.com/erwinkramer/bank-api","topic:mcp-server pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","darrenhinde/OpenAgentsControl","darrenhinde","2564","2026-03-11T19:53:28Z","https://github.com/darrenhinde/OpenAgentsControl","""agent framework"" in:name,description,readme pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","ksenxx/kiss_ai","ksenxx","406","2026-03-11T19:50:07Z","https://github.com/ksenxx/kiss_ai","""agent orchestration"" in:name,description,readme pushed:>=2025-01-01 stars:>=15 archived:false fork:false size:<200000"
"ai_native","openops-cloud/openops","openops-cloud","1003","2026-03-11T19:47:19Z","https://github.com/openops-cloud/openops","topic:ai-agent pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","truffle-ai/dexto","truffle-ai","596","2026-03-11T19:43:00Z","https://github.com/truffle-ai/dexto","topic:ai-agent pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","stickerdaniel/linkedin-mcp-server","stickerdaniel","1030","2026-03-11T19:37:00Z","https://github.com/stickerdaniel/linkedin-mcp-server","topic:mcp-server pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","IBM/AssetOpsBench","IBM","1171","2026-03-11T19:36:30Z","https://github.com/IBM/AssetOpsBench","""agent framework"" in:name,description,readme pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","LNS2905/mcp-beads-village","LNS2905","21","2026-03-11T19:32:26Z","https://github.com/LNS2905/mcp-beads-village","topic:multi-agent pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","DeepMyst/Mysti","DeepMyst","993","2026-03-11T19:31:35Z","https://github.com/DeepMyst/Mysti","topic:ai-agent pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","qingchencloud/clawpanel","qingchencloud","790","2026-03-11T19:23:19Z","https://github.com/qingchencloud/clawpanel","topic:ai-agent pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","Portkey-AI/gateway","Portkey-AI","10854","2026-03-11T19:08:49Z","https://github.com/Portkey-AI/gateway","""agent framework"" in:name,description,readme pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","keboola/mcp-server","keboola","83","2026-03-11T19:07:59Z","https://github.com/keboola/mcp-server","topic:model-context-protocol pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","agent-sh/agentsys","agent-sh","552","2026-03-11T19:01:33Z","https://github.com/agent-sh/agentsys","""agent orchestration"" in:name,description,readme pushed:>=2025-01-01 stars:>=15 archived:false fork:false size:<200000"
"ai_native","LSTM-Kirigaya/openclaw-onebot","LSTM-Kirigaya","69","2026-03-11T18:57:44Z","https://github.com/LSTM-Kirigaya/openclaw-onebot","topic:ai-agent pushed:>=2025-01-01 stars:>=25 archived:false fork:false size:<200000"
"ai_native","bgauryy/octocode-mcp","bgauryy","747","2026-03-11T18:56:55Z","https://github.com/bgauryy/octocode-mcp","topic:model-context-protocol pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","builderz-labs/mission-control","builderz-labs","2158","2026-03-11T18:53:02Z","https://github.com/builderz-labs/mission-control","""agent orchestration"" in:name,description,readme pushed:>=2025-01-01 stars:>=15 archived:false fork:false size:<200000"
"ai_native","nrslib/takt","nrslib","723","2026-03-11T18:52:35Z","https://github.com/nrslib/takt","topic:multi-agent pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","utensils/mcp-nixos","utensils","471","2026-03-11T18:46:52Z","https://github.com/utensils/mcp-nixos","topic:model-context-protocol pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","thorsten/phpMyFAQ","thorsten","612","2026-03-11T18:42:42Z","https://github.com/thorsten/phpMyFAQ","topic:mcp-server pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","PSPDFKit/nutrient-dws-mcp-server","PSPDFKit","63","2026-03-11T18:38:28Z","https://github.com/PSPDFKit/nutrient-dws-mcp-server","topic:model-context-protocol pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","Anandb71/arbor","Anandb71","97","2026-03-11T18:33:05Z","https://github.com/Anandb71/arbor","topic:model-context-protocol pushed:>=2025-01-01 stars:>=10 archived:false fork:false size:<200000"
"ai_native","RunMaestro/Maestro","RunMaestro","2464","2026-03-11T18:30:26Z","https://github.com/RunMaestro/Maestro","""agent orchestration"" in:name,description,readme pushed:>=2025-01-01 stars:>=15 archived:false fork:false size:<200000"
